Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.131824833,0.102595811,0.169590007,0.22515198,0.54162984,0.089085614,2.471140006,0.14735397,0.63541593,0.954645401,0.76151825,0.555359658,-0.017360517,-1.751567486,-0.412969182,0.961634332,0.06855773,-0.718907498,-0.044463002,-0.067724373,-0.1546563,0.136334148,-0.008895684,0.064158883,-0.025771499,-0.396035094,0.429527741,-0.728142522,0.986712242,0.236879335,0.493452282,1.37428477,2.149379762,4.377642382,3.972162862,1.504452594,1.791346643,11.04862356,8.990912117,,13.36189577,7.073249659,12.06028535,6.990711721,5.416617997,4.624394833,3.772866603,
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,0.460917801,1.374901961,2.346836848,1.547166328,1.636056338,2.673923924,1.593218571,0.587247631,1.213436652,1.890931886,0.41107739,-0.298176848,0.805773651,1.202029012,0.093379631,14.90665803,0.168987137,5.908256012,2.856659229,3.408571218,1.681332058,22.8646243,-3.040392585,-4.844261048,6.594565028,6.280145534,1.90162062,13.15912311,19.24256631,16.9436981,16.35987839,12.34460901,12.66455723,2.067767391,-0.506318637,13.33483829,20.36516723,21.81651205,25.60793676,
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931701554,1.928883735,0.877016762,0.517691402,1.456749701,1.241489447,1.107916999,1.478705624,1.718739023,1.770422621,1.046802241,3.202627717,5.214927813,2.873546112,1.749593152,2.439226559,2.588442792,2.178723805,1.817078747,2.661233822,6.983475304,4.151923237,4.284021727,4.329881912,3.436193832,2.24019686,4.366761444,4.068433537,4.263451368,4.274023132,3.990199196,4.859559877,
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.140069686,,,,,3.841788517,1.815651539,1.643610937,0.157181901,1.015366874,-0.543586337,0.072355027,0.095667795,0.383587529,0.221262213,0.009429531,0.178378354,0.121753728,0.045934636,0.520648438,0.174445784,0.249231467,0.182362418,0.146867261,0.191505936,1.661092781,0.885397669,2.629766479,1.572548096,3.938068197,1.817552057,0.683802936,0.72227588,0.909834299,1.299857727,
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004581234,1.184315847,0.226217656,0.065067947,0.082309722,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683107022,2.359642569,1.732062341,9.000178294,6.342824223,1.600319004,2.376755063,4.817967256,7.317637208,8.283481402,11.8730056,12.66662579,11.78671611,7.36080661,6.981903001,5.482896928,7.306969608,4.824408036,9.718943229,6.102532198,7.061878739,
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,2.034222448,1.379424344,1.07792818,1.088700755,2.652634055,1.108714967,1.526485671,1.216828706,1.457273595,1.113566337,1.374733301,2.015251472,1.475299576,2.194920467,2.488492317,2.649909519,2.586686635,2.852591366,2.926137135,3.674810378,3.251813888,4.502179241,4.363804205,4.8391298,3.90769946,4.381590955,4.503327546,5.848527031,7.662266813,7.968885764,8.381328738,7.957787756,5.283016132,5.116698743,6.467331665,5.801837126,6.443621066,6.400326934,5.389343698,5.110277184,
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,2.22579347,1.134760316,1.236163303,0.858156176,2.381738032,2.980259531,1.578213739,1.390321126,0.543998007,0.267256832,-0.263591589,0.600288444,0.214896338,0.658232783,2.108644855,2.979648865,3.29341322,3.581355513,4.850123184,3.923248058,3.841836873,6.683203886,5.715115589,5.598215251,4.970265161,5.92306065,5.503581343,5.875837865,5.567633316,6.714142228,7.153231009,6.705433315,9.706794978,5.562631006,4.658175727,3.297223801,0.841904812,1.139090056,3.959384126,3.271307221,2.796383185,
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6570902,,,,,,,,,,466.5622172,,,,,,,,,,,
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694520242,5.624094962,5.634767587,5.915417316,5.473127837,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.474227048,2.36119537,5.696291403,3.336049807,7.659877613,8.394850452,8.940244901,9.497539644,6.230046913,6.421867332,6.212716768,9.176726278,9.533621619,8.397982397,10.91093545,53.19095304,-43.46255422,198.0744779,-25.01670493,-3.229354878,41.20065736,13.00509302,
Czech Republic,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.610953817,1.846783197,4.295331996,2.142662876,2.081967759,5.564970191,9.731527054,8.089408203,8.353677389,10.37300569,2.028840475,5.390523702,10.07491575,4.587564489,7.301099895,3.739795465,2.5568019,4.900684091,1.837581407,4.548829363,3.513606851,3.892179242,0.909872696,3.326766554,
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.443038155,0.635245709,0.529724998,0.490735089,0.141269406,0.255195203,0.158800099,0.21736854,0.197327051,0.036170709,0.040128266,0.09832799,0.22455168,0.073357497,0.112564212,0.215031418,0.163819708,0.076275255,0.503261503,0.1701968,0.25502716,-0.099719298,0.019401992,0.330485425,0.462470584,0.256791078,0.576755169,1.053654221,2.541261561,12.71756149,2.91855001,2.463620165,2.607953141,-0.725184181,2.091827252,2.912349683,1.478073761,0.824174902,1.657945651,2.518329046,2.594160673,1.847194475,1.796331306,0.429785534,1.55755243,1.508834689,
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,19.65666445,9.634658835,7.179989837,,
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.219959267,,,,7.248727557,0.277577876,0.250231696,2.559874686,3.043053573,4.626569729,10.69941959,8.295334518,11.21199681,7.749348654,8.436306909,10.64413327,6.58621773,10.48922199,24.14448669,7.528195489,8.590889227,2.519382622,6.70632176,5.239397223,4.988329836,5.955253387,8.989697183,6.98397542,5.193601,6.636652751,9.608233276,12.34165741,8.673668329,4.92922278,2.83278559,4.763887652,3.56902331,2.3385793,2.043631004,5.436811226,
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609060953,0.654941229,0.705910349,0.689865254,0.702568635,0.65953297,-0.42690307,0.152256347,0.148211803,0.31818258,0.146384402,0.160726985,0.221558999,0.099152387,-0.025982215,0.17731567,0.185364097,0.077376336,0.435591263,0.96928446,0.818928593,1.115114625,0.665324655,1.196102455,3.205753236,2.237441927,0.412212451,1.608683969,3.771165608,9.466972698,21.93808544,5.635247886,2.480308564,0.543258554,-3.502430335,4.857701103,0.843187169,3.697114746,0.620106723,1.173902083,-3.654668278,3.941502362,-4.997670995,0.198012184,1.863305275,0.41920945,2.087699013,
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.820250113,3.9006241,2.188899512,1.471403654,1.832102817,1.775345157,1.518449196,1.558718948,1.332104558,0.310976935,1.397979168,1.096738712,-0.017579105,0.55903502,0.663091477,0.717600025,0.816700171,1.52737593,1.974205015,1.645082996,1.877383471,1.491094259,1.59341327,1.458801234,1.425112516,2.532628897,0.532213739,2.146589769,3.305383214,6.162214832,4.121509346,4.37038896,3.484921002,2.897613354,4.240075036,3.289021551,4.251958295,5.100557881,5.650151893,3.504383455,3.373578357,3.805413256,5.635529744,2.581902166,3.656695158,3.27050569,3.523854122,
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.647377527,0.011817485,0.613595249,0.585190822,2.710126878,0.764883036,1.054807851,0.85091306,0.512629547,0.077285924,0.823395335,0.029780507,-0.118497329,0.000855798,0.001494776,0.000686577,0.008346683,0.005561001,0.022031597,0.021735256,0.000539792,0.025459024,0.062495706,,,,0.575184045,0.539666948,1.258826219,0.599499497,0.511222384,2.033265774,1.8763118,0.939942883,1.033520536,1.120174268,1.573137144,1.249646564,1.543038806,2.001975013,1.42696365,1.285496022,0.717693336,0.806601359,0.703172417,-0.243194398,1.02947518,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.589243359,0.663801549,0.614190631,0.565132874,0.598821017,0.76754502,1.185378178,1.354425211,1.567559397,1.801915703,2.629709562,4.365918003,4.254237065,3.835151501,3.850388563,3.948857676,4.025424739,3.186794515,2.767748696,2.83750737,3.084945986,2.948632341,3.090601174,4.14644703,4.06034445,4.073384497,3.514296353,2.390375221,3.796483441,3.503433502,2.835006524,3.051258591,2.587694167,2.31442854,1.591180549,
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,-0.380639401,0.742500947,0.033249309,0.338591033,0.450569896,0.225037297,0.106640023,0.942004638,1.122510494,0.668391246,0.639526624,0.398086999,0.434433295,0.147597207,0.480275471,0.492061548,0.589998668,0.845279054,0.836234305,0.798975543,1.248184535,1.371550249,1.510934172,1.983723056,1.773493324,1.958907022,1.570312982,1.854181586,1.628696162,1.223349588,1.553988541,2.341796383,2.803600483,3.023489996,3.254052395,2.397607357,2.073575926,2.040159017,1.816254162,2.101852143,1.79520326,2.226055256,1.925391612,
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.258806631,0.244071812,0.270694587,0.327915825,0.385096865,0.384293827,0.38371798,0.280723256,0.369071875,0.409718807,0.447495276,0.493289621,0.490460933,0.639372457,0.520017653,0.62026436,0.80927008,0.903425145,0.993185763,1.034368526,1.261855469,1.399952462,1.576323031,2.1121167,1.658675545,1.442682432,1.472661613,2.060227235,1.825709465,2.611690013,3.242778159,2.720221152,1.971594576,2.930965503,2.849404334,2.45171258,2.772366752,2.824722552,2.800144024,2.191297787,
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.179775716,0.255412349,0.019500729,0.046014769,0.052189645,0.083898168,0.026166864,0.13372744,0.085210108,0.074580549,0.188365012,0.147244852,0.165064419,,,,,,0.313954852,0.471024014,0.424580854,0.732366802,0.893758957,1.585563121,1.509935398,1.759534145,1.41073546,2.13086314,1.825556396,2.571821331,3.341307235,3.356748963,5.116767704,5.47858321,5.097766359,3.56352121,2.839225257,3.151088142,2.645797616,2.741919463,1.754024357,1.903849814,3.058919867,
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.694431447,0.603311052,0.56424083,0.650477477,0.730157094,0.498757005,0.38283238,0.518428309,0.464292084,0.502475823,0.539159616,0.477815913,0.42355499,0.474014341,0.308213943,0.505771261,0.602668066,0.748836396,0.948417183,1.296138315,1.251258007,0.928417674,0.761180286,0.923237582,0.927378239,1.256765233,1.188115788,1.544685874,2.731361006,3.994345913,7.664328842,3.648509601,3.700997144,2.77813241,2.8092378,6.012545543,6.882751367,8.790891022,5.300547311,2.856843301,3.3107634,4.287351845,3.953110756,2.981245365,2.014823849,3.693271271,4.351546076,
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,-0.218875557,0.312886954,0.407632553,0.447261076,0.391465719,0.275093487,0.200703933,0.291502982,0.295639055,0.361535122,0.528922805,0.882009256,1.187567785,1.151839126,0.826810819,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.127889942,2.20108486,2.743572519,2.687131017,2.28724133,1.188746055,0.579950851,0.380084251,1.711644945,0.493615547,0.238455101,0.81244256,0.645431042,0.764267647,0.759170156,1.331444521,0.76522206,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.715888204,2.142545969,6.7012985,2.392954509,3.215374561,1.147105492,1.741456325,2.379485947,3.394598873,3.393031379,2.339576937,3.395669647,3.153167535,1.701815221,0.684328363,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.522267243,0.736363077,0.286284498,1.589570746,5.993818956,9.343527169,8.873537919,5.831412619,3.551442303,2.91728671,-0.204532287,1.001421905,1.452668056,1.565543606,2.069383991,2.436003041,
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.498112597,0.552725392,0.53448632,0.533606852,0.373033795,0.284338877,0.355712075,0.385876404,0.367441461,0.337948099,0.363245225,0.299131184,0.378431177,0.399141218,0.403328101,0.411102434,0.530240024,0.714254574,0.903149248,0.94734893,0.782538205,0.757604511,0.796156956,0.785326015,0.945919753,0.964076811,1.086384837,2.106202881,2.918074276,7.482183527,3.666060831,3.532975613,3.043009511,2.659410551,6.015281356,7.309234249,9.995524012,4.621516704,3.020145893,4.020539329,5.611635539,5.108883072,4.087801285,2.095144902,4.36563178,3.520610725,
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.291989368,5.986673052,19.92126693,12.08005545,3.945534852,1.612458067,3.121554763,2.872720775,2.173353572,0.130327756,1.269492544,0.546786308,2.825700368,4.901180484,4.298455436,1.495547962,,,,,,
Spain,ESP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.543030852,0.4344759,0.454454451,0.497284477,0.369034881,0.596368776,0.404129778,0.460047638,0.735596055,0.652656981,0.643030874,0.843860283,0.912025406,0.951621067,1.032321482,1.091391094,1.376723321,1.437859993,1.871459206,2.037658919,2.613264657,2.170398641,2.109928897,1.848847506,1.741710511,1.319140493,1.501285549,1.518148725,2.31463395,2.925389688,6.800352553,4.615555866,5.588865584,3.389781133,2.353909191,2.308899543,2.608815937,4.986868503,4.865873989,0.899122315,2.865295766,2.135799937,1.864880658,3.839448478,2.533915532,2.862051274,2.595788744,
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.606877098,3.165169951,5.254861345,10.33492669,5.328947614,7.320273855,9.493722335,4.619380625,10.55276822,9.009741451,22.32813285,13.04073383,15.42039675,7.742610752,9.492747024,13.3026104,4.827558145,7.759292018,4.370606686,6.677263791,-3.20182758,3.177755049,
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001620129,0.0396344,0.248414013,0.184499328,0.256553049,3.358748398,3.334132788,0.908732804,1.633506369,4.244759584,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.400997134,0.682729367,0.963030625,1.960736724,0.643172898,2.820412334,3.335687913,4.074363685,5.511566353,
European Union,EUU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.698785652,0.60375116,0.562342248,0.646085596,0.733822229,0.502481219,0.381018253,0.506279001,0.464924832,0.51085947,0.557509566,0.473823898,0.424706725,0.479089075,0.308639468,0.515305645,0.568680528,0.753450779,0.999741057,1.309875646,1.243710991,0.952207827,0.834916133,0.97990584,0.94181936,1.29523861,1.197375313,1.506466405,2.831392882,4.152451869,8.194916095,3.81856704,3.922163305,2.758785781,2.902606922,6.687511361,7.238687024,9.512710851,5.628515369,2.603288505,3.402097171,4.637556385,4.130220803,3.367605201,2.092266609,3.631205328,5.066127406,
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.243249169,,0.652934532,0.852328798,0.444448493,0.549849233,0.768974167,0.399051052,0.799386669,0.429614045,0.364659474,0.509068555,0.226206759,0.100971832,0.181342331,0.21230845,0.079180326,0.240371773,0.388065644,0.721585827,0.196934058,0.591252739,0.683252005,1.417313858,0.601153416,1.01879684,0.619645016,1.045594682,1.734708777,1.954009099,1.797496906,2.479591895,2.95114313,4.164167537,2.81217856,2.89312794,3.573085519,4.414449591,4.220118505,3.571600276,3.435794109,3.454343994,3.585130624,3.741489026,3.176178371,3.534327864,2.665671063,
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.158367707,0.199414355,0.250777129,0.066711733,0.140747206,0.231467116,0.181921559,0.143357747,0.093148498,0.061863082,0.052062393,0.18985556,0.001723524,0.165582991,0.257309564,0.201221715,0.472459048,0.288871442,0.487375325,0.4116886,0.573902156,-0.182146395,0.351936245,0.967473873,1.447680077,0.778041152,0.846516404,1.678189581,8.980847715,3.43807755,10.75309164,2.493015644,5.790621615,3.48601093,3.441250236,5.319918012,2.138794724,8.608610241,6.838304827,-3.509562186,4.933997863,-2.195369292,1.921589008,-1.830026322,6.32538914,7.287262362,-3.998901564,
Fiji,FJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.997366831,3.021376519,2.933065366,3.084362504,2.844453477,1.979148258,1.899050005,0.622581546,1.371872325,2.847147693,0.741028529,6.873698694,0.372194853,6.762843661,5.57613642,3.700730103,3.529455481,0.113788487,0.744282016,6.458614594,-1.709648129,0.035114999,2.48789853,1.664662411,1.740715522,9.188561758,6.150521562,14.83991128,11.09938052,9.608415857,5.596338655,11.34073048,10.65976526,9.465943712,6.317421548,7.785829318,7.011397671,5.72977531,
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.417064475,0.315587069,0.321448883,0.424098519,0.644494107,0.432001635,0.261755747,0.460832056,0.486334199,0.420293289,0.466617656,0.399882308,0.270142945,0.307139681,0.450200809,0.467490327,0.420353039,0.547729079,0.829494181,1.000262212,1.033739472,1.187925524,1.55030277,1.560343017,1.12704878,1.474403093,1.361124435,1.577858589,1.953881661,3.065226741,3.024050533,3.626533763,3.432109518,2.290156139,1.675109337,3.865316747,3.395496784,3.145979067,2.325978916,0.682307836,1.469675805,1.54371916,1.228845226,1.124768867,0.20389463,1.804898041,1.436155257,
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.34699151,0,-0.100161077,-0.403334534,,-0.095812614,0,0,0,0.015990444,0.232858919,6.505602653,-2.016216467,0.214311202,0.269791482,0.257647211,0.306627414,0.253132034,6.355137777,0.253823454,,
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,2.366468843,1.816630469,0.736562707,1.413053835,3.641180924,3.297995821,0.228119779,0.451849384,3.239161788,2.73648991,3.45679012,-0.729314863,1.234110823,-1.010365399,2.269871503,-2.597049741,-2.376692874,-6.34267905,-8.58943234,-5.843942254,3.270434924,-3.358829502,5.486752594,-2.00474145,0.021857345,1.533961294,4.047948792,3.404977316,2.595408984,2.165167671,4.984339367,4.749220333,3.47527276,3.827018926,4.848007945,4.384081435,5.562771605,4.374484773,4.947350651,
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.138728591,1.195852917,0.71071276,1.414127456,2.121823274,1.372676187,1.292355806,1.682672051,1.127586247,1.473705819,1.791819689,1.087231673,1.05101857,1.057718801,-0.075261594,1.11928039,1.42482067,2.136644398,2.479611448,3.414674955,3.064819655,1.439579006,1.403703976,1.556280974,0.94039405,1.627558785,1.944265396,2.41581924,4.556064498,5.363577087,9.959659462,3.459178461,5.075783918,1.766646733,3.62966887,10.02313702,7.562782134,6.814913579,8.768326467,0.610498145,2.733707955,1.031112185,1.756171827,1.988203664,1.948190552,2.025615418,11.06512236,
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.907767583,7.341912035,2.939260191,4.299875013,3.41270542,4.723472166,8.392404339,9.613787506,7.067718937,15.10950314,18.45709043,12.43684872,6.064204298,7.467567942,7.512144947,5.245677071,5.931240479,10.67846532,11.3088961,11.04782257,
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,2.521966971,-0.660372162,0.602536754,0.264745238,-0.069647792,0.350938125,0.385174107,0.403865775,0.059153002,0.04532804,0.124324481,0.07507504,0.092613941,0.096193786,0.285618303,0.251308552,0.303188963,0.350800517,2.095116345,4.27950048,1.647296722,1.730357096,1.187002423,2.237678076,3.156999582,3.329303379,1.680555283,0.955673775,1.791715353,1.568114186,1.350866032,3.116281896,5.586606897,9.517042508,9.132935172,7.855067085,8.207966429,7.855367882,6.75033011,8.70971294,8.503022714,8.164326601,
Gibraltar,GIB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436908149,0.629427404,0.657636533,0.506984007,0.669762681,1.285950488,0.599459553,0.082950518,0.006207106,0.020818932,0.614468899,0.457240138,0.496324792,1.833205778,0.331913252,0.05918595,0,2.291232378,0,3.574989252,2.962047818,6.143245845,5.483660236,1.355254911,1.477072352,14.09039624,8.19752946,0.002268205,-0.838990277,-0.606441956,18.43372624,
"Gambia, The",GMB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,1.165677159,5.640572576,0.116143677,1.042581304,0.124970206,-0.187400535,-0.958617055,-0.221508618,-1.071931394,0.669469351,0.438921608,5.204037823,4.453087478,1.332325014,0.886113481,1.465524723,1.302449741,0.983164302,1.257203213,1.451720973,,,5.558710413,5.161411923,7.406433371,3.751799555,9.59359567,8.595394523,12.54953917,9.775650044,7.330155858,4.379981641,3.902156218,4.016230616,4.525523974,7.602173454,2.761997706,-0.186495699,-0.158254265,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,-0.11928166,,0.034791319,,0.194030811,,,,,1.653681528,1.00099924,0.62967931,0.069030437,0.413479127,0.220509219,0.827997818,0.81275339,2.576072655,1.39310565,0.182497245,0.015750083,0.380889298,4.274461242,2.134646147,0.325634892,0.189713795,0.100850271,0.856340434,0.840806547,0.360685296,1.48135452,3.022341944,2.698382375,0.767248275,2.28742352,3.084783972,2.276184141,0.66926768,1.877390623,2.734373117,1.792776038,1.68095657,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.490043636,1.015924097,1.170052323,4.312322273,3.927972267,7.368396568,1.799758683,0.497340901,1.00860946,9.876772457,37.26105619,4.467705406,16.39251783,16.85947721,89.4756129,161.8237506,12.08386943,74.12389917,24.84168907,14.77053652,64.38410045,17.89914523,27.76057529,7.729147203,9.360005331,4.654782916,9.507021305,-4.019628417,10.88795533,16.77450655,9.259521503,4.400503852,2.65669888,0.772319187,1.85219479,0.505036578,
Greece,GRC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.380521486,0.287833767,0.325723122,0.277431676,0.26428619,0.084134149,0.97904395,1.06976312,0.966790232,1.125144814,1.182481048,0.993380506,0.798271759,0.888144876,1.009995314,0.934738698,0.835408645,1.040321979,1.189332278,0.949866217,1.026651139,1.079479843,0.984300467,0.89790318,0.841324904,0.769296149,0.725345058,0.687354356,,0.39799151,-0.006301205,0.001468522,0.022230787,0.697028195,0.892831182,0.278453411,1.979103017,0.614657039,1.617501485,0.83714687,0.178275809,0.379464972,0.677055668,1.227963495,1.137746769,0.648613958,1.58844378,
Grenada,GRD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,-0.139870935,1.585102386,,,,1.514721588,1.896762185,1.923958346,2.451051832,2.38898288,6.847240898,6.338483148,3.920837325,4.629317028,5.078528158,7.280580708,6.535620326,5.939836767,5.838510312,4.623176306,8.541765313,10.91832091,8.620548563,7.193118422,11.2880785,10.08424305,15.08695255,10.85166345,10.08917551,12.85058879,20.63505748,16.32399428,13.2969368,7.836526067,5.477205,3.936812821,8.863829898,6.623880862,8.653945847,8.640664737,
Greenland,GRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
